-0:58	marianne van tienen	しおしおっ！
3:17:04	ゆもり	角削るか
3:17:04	ザッハトルテ。	草
3:17:05	テーク	草
3:17:05	ぽーとぴあ	金属加工のスキル上げてある？
3:17:06	Levith	作るまじ？
3:17:07	琵琶丸	自分で作るとは・・・・
3:17:07	いざよいさくや	草
3:17:07	gaty fs	まず純銀を大量に用意します
3:17:07	FJK エンタメ	C面加工が甘いのかな？
3:17:07	チィヤ	プリンター持ってるの？
3:17:07	ピコット	銀盾（プラスチック）
3:17:07	テロン	草
3:17:07	くらつ	安っぽくなるよｗ
3:17:08	しゃの	軍手しよ
3:17:08	まこだいあ	銀出来るかなぁ
3:17:09	やまぶどう	銀盾作ってみたは
3:17:10	レッドウッドへいぽう	ドンキで銀盾の偽物売ってるぞ
3:17:10	Astral Clover	自作て
3:17:10	ろっきー	そこまでしているか？
3:17:10	伊奈ぴょん	放送、天鳳見えてないんだけど？
3:17:10	†すぱいらる†	そんな事をしたYoutuberがいたようなｗ
3:17:10	アコマリル	自分で作る配信面白そう
3:17:11	K Tony	楠栞桜、鍛冶屋になる
3:17:11	あむねこ	草
3:17:12	あおたま	バリ出てる銀盾とかありがたみがww
3:17:12	海苔ッピー	アルミホイル叩けば？
3:17:12	inou	Gunma-17かな？
3:17:12	チーズ牛丼	できるの？
3:17:12	月十字	blenderで作ろう
3:17:12	帰宅RTA	贋作
3:17:12	炭酸	あがった
3:17:13	むあーん。	手作り銀盾にサイン入れてプレゼントですね
3:17:13	いざよいさくや	3Sプリンタすきねぇ
3:17:13	rapid eye rabbit	3Dプリンタもってるの？
3:17:13	かいくん	3Dプリンターを3Dプリンターで作る
3:17:13	須部理恵	あがった
3:17:13	エビ天	自作ｗ
3:17:13	のりほしゅ	3Dプリンター持ってんの？
3:17:14	あぱえ	それは銀じゃないｗ
3:17:15	不思議の国の人形	連打はよ
3:17:15	木更津ゆき	草
3:17:15	Astral Clover	草
3:17:15	クレイ。	あがった
3:17:16	T M	偽造はまずいですよ！
3:17:16	じぇのあ	こうやってても天鳳うってんのよね
3:17:17	かぷ	あ、おわった
3:17:18	ネコおやじ	アルミ溶かそう
3:17:19	正宗	銀盾自作してるユーチューバーいたよね
3:17:19	図書館動かない	先生上がりますかね
3:17:19	Mizuki	銀盾きたらどこに飾ろ〜とか決めてる？
3:17:19	さくらぎ	ワンチャン
3:17:19	カラスは可愛いのですよ?	銀盾で大根おろし配信しよう
3:17:19	CarMania E-NA1	いけ楠！
3:17:20	ネギ豆腐	いっそのこと削り出して
3:17:21	Kudrjavka	作れるんだｗ
3:17:21	ゆずぽん 子豚民	ロンした！
3:17:21	ちっそむし	自作してた人いたな
3:17:21	せんろく1600mm	終わった
3:17:21	すしゅ	もっかい
3:17:21	シルフ	おわった！
3:17:21	桐生ユキ	終わったね
3:17:22	あまなつみかん	ロンきた
3:17:22	司令_つかされい	ロンだ
3:17:22	琵琶丸	メッキ加工を・・・？？
3:17:23	シヴァ村卯月	かしこい
3:17:25	木更津ゆき	純銀やぞあれ
3:17:27	じぇのあ	先生あがった
3:17:27	帰宅RTA	あってる
3:17:27	N H	十萬の牌作ろう
3:17:27	やあけ	見てる人間が想定より多いだろうしなあ
3:17:28	あのんまのんver.II	ラストチャンスかな？
3:17:28	天城久秀	もう打ってもいいよ
3:17:28	すしゅ	挑戦しようとしてて草
3:17:28	とき	猛烈な
3:17:28	ゴリラのきゃんの	連打や！
3:17:29	GPE	ラストチャンス？
3:17:30	ダンデライオン	頑張れー
3:17:30	くろしば	もういこう
3:17:31	もののおのの	配信とラグがあるからね
3:17:31	昼行燈	草
3:17:31	ザッハトルテ。	いけ！
3:17:32	ゆずぽん 子豚民	終わった！
3:17:33	Kagura /かぐら_YT	あらぁ。コメント流れるスピード尋常じゃないですなぁ
3:17:33	グリヴェン	いけいけ！
3:17:33	はりはり	さあどうだ
3:17:34	ぐぅたら	がんばれ
3:17:34	きゅーかんばー	終わったね
3:17:35	ぷるぷる運輸倉庫	あうとー
3:17:35	3世くん	いけいけー
3:17:36	太陽の塔	満貫
3:17:36	Nights -O	がんばれ
3:17:37	Astral Clover	がんばりー
3:17:37	Akiteru Fjimoto	いけるか？
3:17:38	チィヤ	これ満員ですって出たらもうアウトなのかな
3:17:38	翠月刹那	いけいけー！
3:17:39	ひっきー	海底ツモれるか・・・・！
3:17:39	やあけ	終わった
3:17:39	mAltO 4989	あがったよ
3:17:39	ゾイドゼロ	がんばれ
3:17:40	提督	ラグがある
3:17:41	おおくそん	GOGOGOGO
3:17:41	シロ組ドルフィンズ	はい
3:17:41	wildcat5314	来るぞ
3:17:42	ゆういち	いけえええええ
3:17:42	ゆずぽん 子豚民	上がったよ！
3:17:43	sakura mituki	がんばれがんばれ
3:17:43	ザッハトルテ。	おおおおおおお
3:17:43	太陽の塔	おわた
3:17:43	あおいの	はいったー！
3:17:43	こけみね	お
3:17:43	ピコット	むしろこんだけ満員で部屋番号違ってたらビビル
3:17:43	桐生ユキ	いけいけー
3:17:44	翠月刹那	きたああああああああああああああああ
3:17:44	Astral Clover	きた！
3:17:44	いたち海月	きたあああああああ
3:17:44	ゾイドゼロ	おおおおおおおおおおお
3:17:44	ぐぅたら	きたー！
3:17:44	パイライトテディ	きたああああ
3:17:44	mo's!	おおおおおお！！！！
3:17:44	炭酸	きたー０
3:17:45	さぁや	きたw
3:17:45	しおとまかのん大好き丸	がんば
3:17:45	ゆういち	おおおおおおおおおおおおおおお
3:17:45	とろろ	おっ！！
3:17:45	とき	おおおお
3:17:45	レモン	きたあああああああああ
3:17:45	汐岡崎	おおおおお
3:17:45	シロ組ドルフィンズ	きちゃああああああああああああああああ
3:17:45	正宗	おお！
3:17:45	Waste JP	きたあああああああああ
3:17:46	shimo 636	入った！！
3:17:46	ザッハトルテ。	きたあああああああああああああ
3:17:46	Jジェイ	きたああああああああああ
3:17:46	PALU	草
3:17:46	はりはり	きたー
3:17:46	姫芽宮	がんばれー
3:17:46	ずん	！？
3:17:46	Nights -O	はいれた！！！！
3:17:46	たく	きたああ
3:17:46	桜夏	きた！
3:17:47	あい	きたー！
3:17:47	cvector	キターー
3:17:47	ピコット	キタｗｗｗ
3:17:47	Yuki Aru	きたー！
3:17:47	真っ黒フウ	おおお！！！
3:17:47	にあ001	きた！
3:17:47	缶こーひー	よっしゃ
3:17:47	あのんまのんver.II	おおおおおおおおおお
3:17:48	桐生ユキ	きたー
3:17:48	グリヴェン	おお！！！！
3:17:48	Ryo	おお！！！
3:17:48	むばぃん	きちゃあああ！
3:17:48	コリアンダー	やったー
3:17:48	ねみみん	うおおおおおおお
3:17:49	omi	おめでとう！！！！
3:17:49	GPE	きたああああああああああああああ
3:17:49	きゅーかんばー	いったー！！
3:17:49	山田エミール	きた！！！！
3:17:49	飯尾和也	きたああああああああああ
3:17:50	とぴあ	きたーーーーーーーーーーーーーー
3:17:50	みのる	きたああああああああああああ
3:17:50	びっくす	やった！
3:17:50	ペケーニョ	きちゃあああああ
3:17:50	めたるチクワ	おおおおおお
3:17:51	みやまちかげ	入った！！
3:17:51	おりんぱちゅ	すげえ！！
3:17:51	さくらぎ	きったああ
3:17:51	やまぶどう	キターーーーーー
3:17:51	LOG	おおおおおおおおおおおおおおお
3:17:51	しらかば犬	草
3:17:51	akki	きたー
3:17:51	寿司丸	きた！
3:17:52	マケゐヌ	おおおおおおお
3:17:52	チーズ牛丼	きた！
3:17:52	地橋賀叉牙-tibashiga saga-	お！
3:17:52	斎藤	やったじゃんｗｗ
3:17:53	みぎちか	おおｗ
3:17:53	山田八兵衛	ナイススナイプゥ！！！！！！！１１１
3:17:53	koushirou（卑屈P）	きた！
3:17:53	あまなつみかん	きたきた
3:17:53	さぁや	きたああああああああああ
3:17:53	ミツキ	最後の最後に！
3:17:54	gk _y	まじ
3:17:54	道中	つよｗ
3:17:54	きなこ	きたー！
3:17:54	YUKINO	ナイスぅ
3:17:54	おおくそん	きたーーーーーーーーー！！！！！！！！
3:17:55	めたるチクワ	いけたー
3:17:55	くるん	おめ
3:17:55	太陽の塔	叫ばれたｗ
3:17:55	E. garland	草
3:17:55	桜色の図書館	草!!!
3:17:56	でっど	おめでと
3:17:56	かなどめ	おめでとう！
3:17:56	Kudrjavka	お
3:17:56	ネットマフィア・ゴスペル	きたああああ！
3:17:56	ザッハトルテ。	きたああああああああああああ
3:17:56	Yuki Aru	おめでとう！！！
3:17:56	神瀬シアン	すご
3:17:57	oTamaJax	おおおお
3:17:57	やまP	おめでとーーーーーー
3:17:58	mAltO 4989	はいった
3:17:58	メイダイン	きてるううううううううううううう
3:18:00	テーク	おめでとう～
3:18:00	アマラ	きたああああああああああああああ
3:18:00	悠々自適	きちゃー
3:18:01	rondon _blue	きちゃーーーーーーーーーーーーー
3:18:01	*ねう*	おおお！！！
3:18:02	K Tony	もってんねぇ！
3:18:02	*あいと*	おお！
3:18:02	FJK エンタメ	おめでとう🎉
3:18:03	どんぐり1986	おめでとう！
3:18:03	フジヤアキト	ないすスナイプうううううううう
3:18:03	九条悠斗	誰か気使って抜けた説
3:18:03	GPE	おめでとおおおおおおおおおおおお
3:18:03	鰤丸	きたああ
3:18:04	logos2501	もってんねえ！！！！！！！！
3:18:05	しゃぷおかP	やったぜ
3:18:06	ぷっしろ	きたーーー！！！
3:18:06	雨の宿り木	間に合った！
3:18:06	おからごはん	やったー！
3:18:06	リベア	つえええええ！
3:18:06	えびび大福	さけんどるｗ
3:18:06	すばる	きたあああ！
3:18:06	ちゅる	きたきた
3:18:07	Yuji 08	海底自摸
3:18:07	破竹ヤヨイ	きた～
3:18:07	rollingcradlejp	叫んでる～～～～～
3:18:07	MIYU 9053	入ったあああああああ
3:18:07	霧島茜	おめでとう
3:18:08	太陽の塔	せいこうｗ
3:18:08	メメ	海底ツモ成功
3:18:08	なひいす	おめでとう！！！！！
3:18:08	あまなつみかん	だいぶラグあるんだなぁｗ
3:18:08	/ UMA	きた！
3:18:08	ムラ	おめでとう！
3:18:08	rapid eye rabbit	おめでとう！！！！！！！
3:18:09	ひっきー	契約が並んだ？
3:18:10	計喜	やったね
3:18:10	しゅー	おめでとー
3:18:11	くらつ	っていうか他の人も契約済みじゃねーか！
3:18:11	ななみさん	しかも全員契約済
3:18:11	peaceman1984	もってんねー
3:18:11	レイザーRR	ほんとに成功したｗｗ
3:18:11	あづのえ	やるなぁ
3:18:12	SCP-040-JP	おめ
3:18:12	ほわちゃん	さすがぁ！
3:18:12	アステラピス	おめでとおおお
3:18:12	ぬまさかな	ナイスゥ！
3:18:13	順平	やったぜ
3:18:13	桐生ユキ	全員契約してる
3:18:14	えいの	おおおおおおー
3:18:14	麻雀ビギナーしょーしょん	ディスコwww
3:18:14	さぁや	おめでとおおおおおお
3:18:14	Jジェイ	郡道先生驚きwwww
3:18:15	330	おめでとう！！！！
3:18:15	Red eyes	おめでとう！
3:18:15	山田八兵衛	お見事でございます！１１１１１１１１
3:18:15	九十九屋/ツクモヤ	きちゃああああ
3:18:16	柏君	草
3:18:16	Astral Clover	おめでとう！！！
3:18:16	やまぶどう	入れたー！！！！！
3:18:16	とき	うおおおおお！！
3:18:17	芋下きぬ	先生切れてて草
3:18:17	シルフ	さすがー！
3:18:17	pldra プレドラ	見れないかと思ってたがやったぜ！！！
3:18:17	はりはり	やったぜ
3:18:17	MultiMaruru	本当？！
3:18:17	Levith	スナイプ成功した！	￥500
3:18:17	T.T.F.	成功
3:18:17	reon	おめ
3:18:17	3世くん	契約で草
3:18:18	エビ天	スナイプ成功おめでとう！！	￥200
3:18:18	シロ組ドルフィンズ	おなしゃーす
3:18:18	彩りの民	もってるな～w
3:18:19	なむ	面白すぎるｗ
3:18:19	マルコポーロ	そして使用済み斎藤がそろう奇跡ｗｗ
3:18:19	チモシーほおばっ太郎	おめでとう	￥250
3:18:19	六花[リッカ]	きたぁぁぁぁ
3:18:19	MultiMaruru	えええ
3:18:20	週３でカレー	キター
3:18:20	グリヴェン	おめでとう代	￥200
3:18:20	Jippa	スクラッチ最後自模られ今回は最後自模ったか
3:18:21	shimo 636	草
3:18:21	首都ブラジリア	草
3:18:21	おおくそん	おめでとう！
3:18:22	shigure tokiame	めっちゃ叫んでそうｗ
3:18:22	クロン	きたわね！
3:18:23	たく	おめでとう！！！
3:18:23	馬宮太郎	おめでとう！
3:18:23	てれぽん	うおおおおお
3:18:23	桜色の図書館	スナイプおめでとうございます
3:18:24	FJK エンタメ	斎藤暗刻
3:18:24	yoshi	通話ｗｗｗ
3:18:24	ペケーニョ	さすがやで…
3:18:24	杏【きょう】	通話くるぞｗ
3:18:25	サナ	なお二面打ち
3:18:25	調律	向こうが気になるｗ
3:18:25	テーク	草
3:18:25	なむ	うわじゃないよｗ
3:18:25	雨宮恵	草
3:18:25	ほわちゃん	今頃叫んでそう
3:18:25	P Nagatuki	草
3:18:25	めもり	せんせい通話ｗｗｗｗｗ
3:18:25	Yuji 08	草
3:18:25	シルフ	通話きたｗ
3:18:25	レッドウッドへいぽう	グチグチいわれてるｗｗｗ
3:18:26	ちっそむし	草
3:18:26	Jam. Oji	きたあああああああ
3:18:27	琵琶丸	契約者多いなｗｗｗｗ
3:18:27	moccyann	ハイテイ自摸！
3:18:27	あのんまのんver.II	おかしい言われとるぞｗ
3:18:27	白發中中中	なんかなってんぞ
3:18:28	MultiMaruru	マジですか？
3:18:28	しおとまかのん大好き丸	さけんどる
3:18:28	レモン	通話ｗｗｗ
3:18:28	芝村	草
3:18:28	とろろ	スナイプ成功おめでとう！！	￥1,000
3:18:29	きつねの	おめでとう！
3:18:29	豆大福	通話きてるよ
3:18:29	あむねこ	草
3:18:29	とと。	通話来とるで
3:18:29	ジャーレッド	契約暗刻
3:18:29	ティフル	草
3:18:29	伊奈ぴょん	草
3:18:29	桐生ユキ	通話くるよ
3:18:29	いたち海月	通話きたｗ
3:18:30	Hastur	おめでと～
3:18:30	いつみ	通話来てるぞ
3:18:30	ゾイドゼロ	ツッコまれてますね
3:18:30	MultiMaruru	すげぇえええ
3:18:30	ちゅる	さいといつ
3:18:30	pv order	欠けてて草
3:18:30	かげ	草
3:18:31	むあーん。	通話してるでｗｗ
3:18:31	Astral Clover	きたわね
3:18:31	kubo pin	なめてんなあｗ
3:18:31	ほげほげふがふが	通話送ってるって
3:18:32	あう	通話きてるよ
3:18:32	waniwani wanito	しかも2面うち
3:18:33	omi	通話飛んでてくさ
3:18:33	麻雀ビギナーしょーしょん	ディスコ来てるよ
3:18:33	翠月刹那	おめで東！
3:18:34	にーね	通知きてんで
3:18:34	サナ	おめでとう！
3:18:34	マギー	通話？
3:18:34	ピコット	通話きてるぞｗ
3:18:35	のりほしゅ	めっちゃなんか言ってるｗｗｗｗｗ
3:18:35	くるん	通話ｗ
3:18:35	不知火祈	通話ｗ
3:18:36	ruska	凸来てる
3:18:36	うぃろ	通話きてるぞｗ
3:18:36	ばどらび	ディスコきてる
3:18:37	Cloelia	草
3:18:37	桜色の図書館	通話来てて草
3:18:37	白發中中中	通話来て宇r
3:18:37	カラスは可愛いのですよ?	ディスコ来たよ
3:18:37	らいむ	通話来てますよ
3:18:38	図書館動かない	通話きた？
3:18:38	ナゴツク	電話かかってる
3:18:38	呉スカーレット	後で群道のアーカイブ見よ
3:18:38	レプタイル	通話w
3:18:38	ぼくもあなたも	通話ｗｗｗｗｗｗｗ
